id	sex	birthyear
W278_2012_F	1	2012
W279_2012_F	1	2012
W280_2012_M	2	2012
W281_2012_F	1	2012
W282_2012_F	1	2012
W283_2012_F	1	2012
W284_2012_F	1	2012
W285_2012_F	1	2012
W286_2012_M	2	2012
W287_2012_F	1	2012
W288_2012_M	2	2012
W289_2012_M	2	2012
W290_2012_M	2	2012
W291_2012_M	2	2012
W292_2012_F	1	2012
W293_2012_M	2	2012
W294_2012_F	1	2012
W295_2012_F	1	2012
W296_2012_F	1	2012
W297_2012_F	1	2012
W298_2012_M	2	2012
W299_2012_F	1	2012
W300_2012_M	2	2012
W301_2013_F	1	2013
W302_2013_F	1	2013
W303_2013_M	2	2013
W304_2013_M	2	2013
W305_2013_F	1	2013
W306_2013_F	1	2013
W307_2013_F	1	2013
W308_2013_F	1	2013
W309_2013_F	1	2013
W310_2013_F	1	2013
W311_2013_M	2	2013
W312_2013_F	1	2013
W313_2013_M	2	2013
W314_2013_M	2	2013
W315_2013_F	1	2013
W316_2013_F	1	2013
W317_2013_F	1	2013
W318_2013_M	2	2013
W319_2013_F	1	2013
W320_2013_M	2	2013
W321_2013_M	2	2013
W322_2013_F	1	2013
W323_2013_M	2	2013
W324_2013_F	1	2013
W325_2013_F	1	2013
W326_2014_M	2	2014
W327_2014_M	2	2014
W328_2014_F	1	2014
W329_2014_F	1	2014
W330_2014_F	1	2014
W331_2014_F	1	2014
W332_2014_M	2	2014
W333_2014_M	2	2014
W334_2014_F	1	2014
W335_2014_F	1	2014
W336_2014_F	1	2014
W337_2014_F	1	2014
W338_2014_F	1	2014
W339_2014_F	1	2014
W340_2014_F	1	2014
W341_2014_M	2	2014
W342_2014_M	2	2014
W343_2014_M	2	2014
W344_2014_F	1	2014
W345_2014_F	1	2014
W346_2014_F	1	2014
W347_2014_F	1	2014
W348_2014_M	2	2014
W349_2014_M	2	2014
W350_2014_M	2	2014
W351_2015_F	1	2015
W352_2015_F	1	2015
W353_2015_M	2	2015
W354_2015_F	1	2015
W355_2015_M	2	2015
W356_2015_F	1	2015
W357_2015_F	1	2015
W358_2015_M	2	2015
W359_2015_M	2	2015
W360_2015_F	1	2015
W361_2015_M	2	2015
W362_2015_F	1	2015
W363_2015_F	1	2015
W364_2015_M	2	2015
W365_2015_M	2	2015
W366_2015_M	2	2015
W367_2015_M	2	2015
W368_2015_M	2	2015
W369_2015_F	1	2015
W370_2015_M	2	2015
W371_2015_F	1	2015
W372_2015_M	2	2015
W373_2015_F	1	2015
W374_2015_M	2	2015
W375_2015_M	2	2015
W376_2016_F	1	2016
W377_2016_M	2	2016
W378_2016_F	1	2016
W379_2016_F	1	2016
W380_2016_M	2	2016
W381_2016_F	1	2016
W382_2016_F	1	2016
W383_2016_M	2	2016
W384_2016_M	2	2016
W385_2016_M	2	2016
W386_2016_M	2	2016
W387_2016_M	2	2016
W388_2016_M	2	2016
W389_2016_M	2	2016
W390_2016_F	1	2016
W391_2016_M	2	2016
W392_2016_F	1	2016
W393_2016_F	1	2016
W394_2016_M	2	2016
W395_2016_M	2	2016
W396_2016_F	1	2016
W397_2016_M	2	2016
W398_2016_M	2	2016
W399_2016_F	1	2016
W400_2016_M	2	2016
W401_2017_F	1	2017
W402_2017_M	2	2017
W403_2017_M	2	2017
W404_2017_M	2	2017
W405_2017_M	2	2017
W406_2017_F	1	2017
W407_2017_M	2	2017
W408_2017_F	1	2017
W409_2017_F	1	2017
W410_2017_F	1	2017
W411_2017_M	2	2017
W412_2017_F	1	2017
W413_2017_F	1	2017
W414_2017_F	1	2017
W415_2017_M	2	2017
W416_2017_M	2	2017
W417_2017_F	1	2017
W418_2017_M	2	2017
W419_2017_M	2	2017
W420_2017_M	2	2017
W421_2017_M	2	2017
W422_2017_F	1	2017
W423_2017_M	2	2017
W424_2017_F	1	2017
W425_2017_M	2	2017
W426_2018_F	1	2018
W427_2018_M	2	2018
W428_2018_F	1	2018
W429_2018_M	2	2018
W430_2018_M	2	2018
W431_2018_F	1	2018
W432_2018_M	2	2018
W433_2018_F	1	2018
W434_2018_F	1	2018
W435_2018_M	2	2018
W436_2018_F	1	2018
W437_2018_M	2	2018
W438_2018_M	2	2018
W439_2018_F	1	2018
W440_2018_F	1	2018
W441_2018_M	2	2018
W442_2018_F	1	2018
W443_2018_F	1	2018
W444_2018_M	2	2018
W445_2018_F	1	2018
W446_2018_M	2	2018
W447_2018_F	1	2018
W448_2018_F	1	2018
W449_2018_F	1	2018
W450_2018_F	1	2018
W451_2019_M	2	2019
W452_2019_M	2	2019
W453_2019_F	1	2019
W454_2019_M	2	2019
W455_2019_F	1	2019
W456_2019_M	2	2019
W457_2019_F	1	2019
W458_2019_F	1	2019
W459_2019_M	2	2019
W460_2019_M	2	2019
W461_2019_M	2	2019
W462_2019_F	1	2019
W463_2019_F	1	2019
W464_2019_M	2	2019
W465_2019_M	2	2019
W466_2019_M	2	2019
W467_2019_M	2	2019
W468_2019_F	1	2019
W469_2019_F	1	2019
W470_2019_M	2	2019
W471_2019_M	2	2019
W472_2019_M	2	2019
W473_2019_F	1	2019
W474_2019_F	1	2019
W475_2019_M	2	2019
W476_2020_F	1	2020
W477_2020_F	1	2020
W478_2020_F	1	2020
W479_2020_M	2	2020
W480_2020_F	1	2020
W481_2020_F	1	2020
W482_2020_M	2	2020
W483_2020_F	1	2020
W484_2020_M	2	2020
W485_2020_F	1	2020
W486_2020_M	2	2020
W487_2020_M	2	2020
W488_2020_M	2	2020
W489_2020_F	1	2020
W490_2020_F	1	2020
W491_2020_F	1	2020
W492_2020_F	1	2020
W493_2020_M	2	2020
W494_2020_M	2	2020
W495_2020_F	1	2020
W496_2020_F	1	2020
W497_2020_F	1	2020
W498_2020_M	2	2020
W499_2020_M	2	2020
W500_2020_F	1	2020
